name_common,name_sp,class,name_parameter,value,unit
kakao,Theobroma cacao L.,S1,clim_dry_months,1-2,bulan
kakao,Theobroma cacao L.,S2,clim_dry_months,2-3,bulan
kakao,Theobroma cacao L.,S2,clim_dry_months,1<,bulan
kakao,Theobroma cacao L.,S3,clim_dry_months,3-4,bulan
kakao,Theobroma cacao L.,N,clim_dry_months,>4,bulan
kakao,Theobroma cacao L.,S1,clim_humidity,40-65,%
kakao,Theobroma cacao L.,S2,clim_humidity,65-75,%
kakao,Theobroma cacao L.,S2,clim_humidity,35-40,%
kakao,Theobroma cacao L.,S3,clim_humidity,75-85,%
kakao,Theobroma cacao L.,S3,clim_humidity,30-35,%
kakao,Theobroma cacao L.,N,clim_humidity,>85,%
kakao,Theobroma cacao L.,N,clim_humidity,30<,%
kakao,Theobroma cacao L.,S1,clim_precipitation_tot,1500-2500,mm
kakao,Theobroma cacao L.,S2,clim_precipitation_tot,2500-3000,mm
kakao,Theobroma cacao L.,S3,clim_precipitation_tot,1250-1500,mm
kakao,Theobroma cacao L.,S3,clim_precipitation_tot,3000-4000,mm
kakao,Theobroma cacao L.,N,clim_precipitation_tot,1250<,mm
kakao,Theobroma cacao L.,N,clim_precipitation_tot,>4000,mm
kakao,Theobroma cacao L.,S1,clim_temperature_avg,25-28,°C
kakao,Theobroma cacao L.,S2,clim_temperature_avg,20-25,°C
kakao,Theobroma cacao L.,S2,clim_temperature_avg,28-32,°C
kakao,Theobroma cacao L.,S3,clim_temperature_avg,32-35,°C
kakao,Theobroma cacao L.,N,clim_temperature_avg,20<,°C
kakao,Theobroma cacao L.,N,clim_temperature_avg,>35,°C
kakao,Theobroma cacao L.,S1,soil_base_saturation,>35,%
kakao,Theobroma cacao L.,S2,soil_base_saturation,20-35,%
kakao,Theobroma cacao L.,S3,soil_base_saturation,20<,%
kakao,Theobroma cacao L.,S1,soil_cec,>16,cmol
kakao,Theobroma cacao L.,S2,soil_cec,5-16,cmol
kakao,Theobroma cacao L.,S3,soil_cec,5<,cmol
kakao,Theobroma cacao L.,S1,soil_coarse_fragments,15<,%
kakao,Theobroma cacao L.,S2,soil_coarse_fragments,15-35,%
kakao,Theobroma cacao L.,S3,soil_coarse_fragments,35-55,%
kakao,Theobroma cacao L.,N,soil_coarse_fragments,>55,%
kakao,Theobroma cacao L.,S1,soil_depth,>100,cm
kakao,Theobroma cacao L.,S2,soil_depth,75-100,cm
kakao,Theobroma cacao L.,S3,soil_depth,50-75,cm
kakao,Theobroma cacao L.,N,soil_depth,50<,cm
kakao,Theobroma cacao L.,S1,soil_drainage,baik;sedang,unitless
kakao,Theobroma cacao L.,S2,soil_drainage,agakterhambat,unitless
kakao,Theobroma cacao L.,S3,soil_drainage,terhambat;agakcepat,unitless
kakao,Theobroma cacao L.,N,soil_drainage,sangatterhambat;cepat,unitless
kakao,Theobroma cacao L.,S1,soil_erosion_risk,0.15<,unitless
kakao,Theobroma cacao L.,S2,soil_erosion_risk,0.15-0.9,unitless
kakao,Theobroma cacao L.,S2,soil_erosion_risk,0.9-1.8,unitless
kakao,Theobroma cacao L.,S3,soil_erosion_risk,1.8-4.8,unitless
kakao,Theobroma cacao L.,N,soil_erosion_risk,>4.8,unitless
kakao,Theobroma cacao L.,S3,soil_flood_height,25,cm
kakao,Theobroma cacao L.,N,soil_flood_height,>25,cm
kakao,Theobroma cacao L.,S3,soil_flood_length,7<,hari
kakao,Theobroma cacao L.,N,soil_flood_length,>7,hari
kakao,Theobroma cacao L.,S1,soil_k2o,>40,mg/100 g
kakao,Theobroma cacao L.,S2,soil_k2o,21-40,mg/100 g
kakao,Theobroma cacao L.,S3,soil_k2o,20-Oct,mg/100 g
kakao,Theobroma cacao L.,S3,soil_k2o,10<,mg/100 g
kakao,Theobroma cacao L.,S1,soil_nitrogen,>0.2,%
kakao,Theobroma cacao L.,S2,soil_nitrogen,0.10-0.20,%
