name_common,name_sp,class,name_parameter,value,unit
mahoni,Swietenia mahagoni (L.) Jacq.,S1,clim_dry_months,3<,unitless
mahoni,Swietenia mahagoni (L.) Jacq.,S2,clim_dry_months,3,unitless
mahoni,Swietenia mahagoni (L.) Jacq.,S3,clim_dry_months,3-4,unitless
mahoni,Swietenia mahagoni (L.) Jacq.,N,clim_dry_months,>4,unitless
mahoni,Swietenia mahagoni (L.) Jacq.,S1,clim_precipitation_tot,2000-3000,mm
mahoni,Swietenia mahagoni (L.) Jacq.,S2,clim_precipitation_tot,3000-3500,mm
mahoni,Swietenia mahagoni (L.) Jacq.,S2,clim_precipitation_tot,1750-2000,mm
mahoni,Swietenia mahagoni (L.) Jacq.,S3,clim_precipitation_tot,3500-4000,mm
mahoni,Swietenia mahagoni (L.) Jacq.,S3,clim_precipitation_tot,1500-1750,mm
mahoni,Swietenia mahagoni (L.) Jacq.,N,clim_precipitation_tot,>4000,mm
mahoni,Swietenia mahagoni (L.) Jacq.,N,clim_precipitation_tot,1500<,mm
mahoni,Swietenia mahagoni (L.) Jacq.,S1,clim_temperature_avg,25-30,°C
mahoni,Swietenia mahagoni (L.) Jacq.,S2,clim_temperature_avg,30-35,°C
mahoni,Swietenia mahagoni (L.) Jacq.,S2,clim_temperature_avg,21-25,°C
mahoni,Swietenia mahagoni (L.) Jacq.,N,clim_temperature_avg,>35,°C
mahoni,Swietenia mahagoni (L.) Jacq.,N,clim_temperature_avg,21<,°C
mahoni,Swietenia mahagoni (L.) Jacq.,S1,soil_cec,>16,cmol
mahoni,Swietenia mahagoni (L.) Jacq.,S2,soil_cec,5-16,cmol
mahoni,Swietenia mahagoni (L.) Jacq.,S3,soil_cec,5<,cmol
mahoni,Swietenia mahagoni (L.) Jacq.,S1,soil_depth,>150,cm
mahoni,Swietenia mahagoni (L.) Jacq.,S2,soil_depth,100-150,cm
mahoni,Swietenia mahagoni (L.) Jacq.,S3,soil_depth,75-100,cm
mahoni,Swietenia mahagoni (L.) Jacq.,N,soil_depth,75<,cm
mahoni,Swietenia mahagoni (L.) Jacq.,S1,soil_drainage,baik,unitless
mahoni,Swietenia mahagoni (L.) Jacq.,S2,soil_drainage,agakcepat;sedang,unitless
mahoni,Swietenia mahagoni (L.) Jacq.,S3,soil_drainage,cepat;agakterhambat.,unitless
