name_common,name_sp,class,name_parameter,value,unit
kemiri,Aleuriteus moluccana WILLD,S1,clim_dry_months,4-6,bulan
kemiri,Aleuriteus moluccana WILLD,S2,clim_dry_months,4<,bulan
kemiri,Aleuriteus moluccana WILLD,N,clim_dry_months,>6,bulan
kemiri,Aleuriteus moluccana WILLD,S1,clim_humidity,75<,%
kemiri,Aleuriteus moluccana WILLD,S2,clim_humidity,>75,%
kemiri,Aleuriteus moluccana WILLD,S1,clim_precipitation_tot,1000-2500,mm
kemiri,Aleuriteus moluccana WILLD,S2,clim_precipitation_tot,2500-3000,mm
kemiri,Aleuriteus moluccana WILLD,S2,clim_precipitation_tot,800-1000,mm
kemiri,Aleuriteus moluccana WILLD,N,clim_precipitation_tot,>3000,mm
kemiri,Aleuriteus moluccana WILLD,N,clim_precipitation_tot,800<,mm
kemiri,Aleuriteus moluccana WILLD,S1,clim_temperature_avg,21-27,°C
kemiri,Aleuriteus moluccana WILLD,S2,clim_temperature_avg,27-34,°C
kemiri,Aleuriteus moluccana WILLD,S2,clim_temperature_avg,18-21,°C
kemiri,Aleuriteus moluccana WILLD,N,clim_temperature_avg,>34,°C
kemiri,Aleuriteus moluccana WILLD,N,clim_temperature_avg,18<,°C
kemiri,Aleuriteus moluccana WILLD,S1,soil_base_saturation,>50,%
kemiri,Aleuriteus moluccana WILLD,S2,soil_base_saturation,35-50,%
kemiri,Aleuriteus moluccana WILLD,S3,soil_base_saturation,35<,%
kemiri,Aleuriteus moluccana WILLD,S1,soil_cec,>16,cmol
kemiri,Aleuriteus moluccana WILLD,S2,soil_cec,5-16,cmol
kemiri,Aleuriteus moluccana WILLD,S3,soil_cec,5<,cmol
kemiri,Aleuriteus moluccana WILLD,S1,soil_coarse_fragments,0-15,%
kemiri,Aleuriteus moluccana WILLD,S2,soil_coarse_fragments,15-35,%
kemiri,Aleuriteus moluccana WILLD,S3,soil_coarse_fragments,35-55,%
kemiri,Aleuriteus moluccana WILLD,N,soil_coarse_fragments,>55,%
kemiri,Aleuriteus moluccana WILLD,S1,soil_depth,>100,cm
kemiri,Aleuriteus moluccana WILLD,S2,soil_depth,75-100,cm
kemiri,Aleuriteus moluccana WILLD,S3,soil_depth,50-75,cm
kemiri,Aleuriteus moluccana WILLD,N,soil_depth,50<,cm
kemiri,Aleuriteus moluccana WILLD,S1,soil_drainage,baik;sedang,unitless
kemiri,Aleuriteus moluccana WILLD,S2,soil_drainage,agakterhambat,unitless
kemiri,Aleuriteus moluccana WILLD,S3,soil_drainage,terhambat;agakcepat,unitless
kemiri,Aleuriteus moluccana WILLD,N,soil_drainage,sangatterhambat;cepat,unitless
kemiri,Aleuriteus moluccana WILLD,S1,soil_erosion_risk,0.15<,unitless
kemiri,Aleuriteus moluccana WILLD,S2,soil_erosion_risk,0.15-0.9,unitless
kemiri,Aleuriteus moluccana WILLD,S2,soil_erosion_risk,0.9-1.8,unitless
kemiri,Aleuriteus moluccana WILLD,S3,soil_erosion_risk,1.8-4.8,unitless
kemiri,Aleuriteus moluccana WILLD,N,soil_erosion_risk,>4.8,unitless
kemiri,Aleuriteus moluccana WILLD,S1,soil_esp,10<,%
kemiri,Aleuriteus moluccana WILLD,S2,soil_esp,10-15,%
kemiri,Aleuriteus moluccana WILLD,S3,soil_esp,15-20,%
kemiri,Aleuriteus moluccana WILLD,N,soil_esp,>20,%
kemiri,Aleuriteus moluccana WILLD,S3,soil_flood_height,25,cm
kemiri,Aleuriteus moluccana WILLD,N,soil_flood_height,>25,cm
kemiri,Aleuriteus moluccana WILLD,S3,soil_flood_length,7<,hari
kemiri,Aleuriteus moluccana WILLD,N,soil_flood_length,>7,hari
kemiri,Aleuriteus moluccana WILLD,S1,soil_k2o,>20,mg/100 g
