name_common,name_sp,class,name_parameter,value,unit
kopi robusta,Coffea canephora,S1,soil_sulfidic_depth,>175,cm
kopi robusta,Coffea canephora,S2,soil_sulfidic_depth,125-175,cm
kopi robusta,Coffea canephora,S3,soil_sulfidic_depth,75-125,cm
kopi robusta,Coffea canephora,N,soil_sulfidic_depth,75<,cm
kopi robusta,Coffea canephora,S1,soil_surface_rocks,5<,%
kopi robusta,Coffea canephora,S2,soil_surface_rocks,5-15,%
kopi robusta,Coffea canephora,S3,soil_surface_rocks,15-40,%
kopi robusta,Coffea canephora,N,soil_surface_rocks,>40,%
kopi robusta,Coffea canephora,S1,soil_texture,h_ah,unitless
kopi robusta,Coffea canephora,S2,soil_texture,s,unitless
kopi robusta,Coffea canephora,S3,soil_texture,ak,unitless
kopi robusta,Coffea canephora,N,soil_texture,k_sh,unitless
