name_common,name_sp,class,name_parameter,value,unit
karet,Hevea brassiliensis M.A.,S1,clim_dry_months,1-2,bulan
karet,Hevea brassiliensis M.A.,S2,clim_dry_months,2-3,bulan
karet,Hevea brassiliensis M.A.,S3,clim_dry_months,3-4,bulan
karet,Hevea brassiliensis M.A.,N,clim_dry_months,>4,bulan
karet,Hevea brassiliensis M.A.,N,clim_dry_months,1<,bulan
karet,Hevea brassiliensis M.A.,S1,clim_precipitation_tot,2500-3000,mm
karet,Hevea brassiliensis M.A.,S2,clim_precipitation_tot,2000-2500,mm
karet,Hevea brassiliensis M.A.,S2,clim_precipitation_tot,3000-3500,mm
karet,Hevea brassiliensis M.A.,S3,clim_precipitation_tot,1500-2000,mm
karet,Hevea brassiliensis M.A.,S3,clim_precipitation_tot,3500-4000,mm
karet,Hevea brassiliensis M.A.,N,clim_precipitation_tot,1500<,mm
karet,Hevea brassiliensis M.A.,N,clim_precipitation_tot,>4000,mm
karet,Hevea brassiliensis M.A.,S1,clim_temperature_avg,26-30,°C
karet,Hevea brassiliensis M.A.,S2,clim_temperature_avg,30-34,°C
karet,Hevea brassiliensis M.A.,S2,clim_temperature_avg,24-26,°C
karet,Hevea brassiliensis M.A.,S3,clim_temperature_avg,22-24,°C
karet,Hevea brassiliensis M.A.,N,clim_temperature_avg,>34,°C
karet,Hevea brassiliensis M.A.,N,clim_temperature_avg,22<,°C
karet,Hevea brassiliensis M.A.,S1,soil_base_saturation,35<,%
karet,Hevea brassiliensis M.A.,S2,soil_base_saturation,35-50,%
karet,Hevea brassiliensis M.A.,S3,soil_base_saturation,>50,%
karet,Hevea brassiliensis M.A.,S1,soil_cec,>16,cmol
karet,Hevea brassiliensis M.A.,S2,soil_cec,5-16,cmol
karet,Hevea brassiliensis M.A.,S3,soil_cec,5<,cmol
karet,Hevea brassiliensis M.A.,S1,soil_coarse_fragments,15<,%
karet,Hevea brassiliensis M.A.,S2,soil_coarse_fragments,15-35,%
karet,Hevea brassiliensis M.A.,S3,soil_coarse_fragments,35-60,%
karet,Hevea brassiliensis M.A.,N,soil_coarse_fragments,>60,%
karet,Hevea brassiliensis M.A.,S1,soil_depth,>100,cm
karet,Hevea brassiliensis M.A.,S2,soil_depth,75-100,cm
karet,Hevea brassiliensis M.A.,S3,soil_depth,50-75,cm
karet,Hevea brassiliensis M.A.,N,soil_depth,50<,cm
karet,Hevea brassiliensis M.A.,S1,soil_drainage,baik,unitless
karet,Hevea brassiliensis M.A.,S2,soil_drainage,sedang,unitless
karet,Hevea brassiliensis M.A.,S3,soil_drainage,agakterhambat;terhambat,unitless
